idx,true_t+1,pred_t+1,true_t+2,pred_t+2,true_t+3,pred_t+3,true_t+4,pred_t+4,true_t+5,pred_t+5,true_t+6,pred_t+6
3328,8.25,6.6717,8.49,7.0096,9.17,7.14659,9.05,7.05984,7.99,6.74843,6.49,6.35819
3329,8.49,8.13745,9.17,8.29633,9.05,8.18877,7.99,7.85232,6.49,7.35586,5.86,6.85363
3330,9.17,8.57129,9.05,8.41361,7.99,8.0674,6.49,7.60839,5.86,7.07597,5.61,6.57213
3331,9.05,8.86308,7.99,8.52249,6.49,8.06355,5.86,7.55087,5.61,6.99232,5.51,6.46059
3332,7.99,9.03981,6.49,8.62248,5.86,8.13721,5.61,7.61875,5.51,7.04443,5.13,6.48143
3333,6.49,8.26439,5.86,7.77423,5.61,7.27812,5.51,6.76867,5.13,6.20759,4.63,5.67572
3334,5.86,6.54089,5.61,6.01475,5.51,5.55342,5.13,5.11415,4.63,4.66377,4.78,4.2845
3335,5.61,5.57092,5.51,5.06244,5.13,4.63351,4.63,4.25234,4.78,3.89202,4.44,3.63603
3336,5.51,5.18814,5.13,4.79497,4.63,4.46093,4.78,4.16965,4.44,3.90838,4.34,3.75899
3337,5.13,5.09922,4.63,4.77149,4.78,4.49479,4.44,4.27137,4.34,4.09675,4.14,4.0448
3338,4.63,4.62666,4.78,4.31516,4.44,4.10198,4.34,3.98929,4.14,3.95922,3.41,4.03854
3339,4.78,4.15943,4.44,3.9322,4.34,3.83909,4.14,3.86619,3.41,3.95058,2.98,4.09286
3340,4.44,4.41788,4.34,4.29959,4.14,4.29258,3.41,4.36814,2.98,4.45133,2.67,4.57237
3341,4.34,4.15432,4.14,4.14296,3.41,4.21765,2.98,4.31623,2.67,4.37657,2.43,4.47847
3342,4.14,4.14989,3.41,4.18066,2.98,4.25801,2.67,4.32335,2.43,4.36486,2,4.51286
3343,3.41,3.99659,2.98,4.07664,2.67,4.18749,2.43,4.30048,2,4.44527,1.77,4.75226
3344,2.98,3.28356,2.67,3.30525,2.43,3.42251,2,3.63837,1.77,3.97231,3.49,4.52905
3345,2.67,2.76622,2.43,2.82578,2,3.06095,1.77,3.46422,3.49,4.03334,5.14,4.81673
3346,2.43,2.35363,2,2.54717,1.77,2.97576,3.49,3.60979,5.14,4.38519,5.65,5.26968
3347,2,2.21,1.77,2.6427,3.49,3.34672,5.14,4.22639,5.65,5.10158,5.25,5.88865
3348,1.77,1.99341,3.49,2.62637,5.14,3.51381,5.65,4.45765,5.25,5.23852,5.29,5.76376
3349,3.49,1.9303,5.14,2.71733,5.65,3.68698,5.25,4.58522,5.29,5.17066,5.27,5.41563
3350,5.14,3.82214,5.65,4.70627,5.25,5.55089,5.29,6.14741,5.27,6.34174,4.53,6.20039
3351,5.65,5.66025,5.25,6.53725,5.29,7.13561,5.27,7.33689,4.53,7.10433,4.64,6.61639
3352,5.25,6.06572,5.29,6.50081,5.27,6.65423,4.53,6.48777,4.64,6.03091,4.83,5.47935
3353,5.29,5.60228,5.27,5.60069,4.53,5.38443,4.64,4.97243,4.83,4.44005,3.96,3.97397
3354,5.27,5.16158,4.53,4.81493,4.64,4.33704,4.83,3.80907,3.96,3.31302,2.63,2.95318
3355,4.53,4.71263,4.64,4.21906,4.83,3.69128,3.96,3.22632,2.63,2.82541,2.82,2.54068
3356,4.64,4.11681,4.83,3.63201,3.96,3.19377,2.63,2.83021,2.82,2.50999,1.68,2.28292
3357,4.83,4.18791,3.96,3.87083,2.63,3.56503,2.82,3.27773,1.68,3.00665,1.37,2.80451
3358,3.96,4.22207,2.63,3.93701,2.82,3.65126,1.68,3.39927,1.37,3.17437,1.52,3.01768
3359,2.63,3.50582,2.82,3.12935,1.68,2.82654,1.37,2.61336,1.52,2.46223,1.4,2.38712
3360,2.82,2.15052,1.68,1.67431,1.37,1.38621,1.52,1.26574,1.4,1.23737,1.57,1.27663
3361,1.68,2.27389,1.37,1.972,1.52,1.81375,1.4,1.76931,1.57,1.75601,1.51,1.74952
3362,1.37,1.32621,1.52,1.13528,1.4,1.08949,1.57,1.12455,1.51,1.13211,1.44,1.11208
3363,1.52,1.15148,1.4,0.945293,1.57,0.857325,1.51,0.820982,1.44,0.770691,1.4,0.762402
3364,1.4,1.37203,1.57,1.25723,1.51,1.18103,1.44,1.12576,1.4,1.08469,0.959999,1.14182
3365,1.57,1.24665,1.51,1.15889,1.44,1.0977,1.4,1.08134,0.959999,1.11031,0.639999,1.28675
3366,1.51,1.39215,1.44,1.30684,1.4,1.26554,0.959999,1.30389,0.639999,1.4366,0.66,1.74824
3367,1.44,1.40445,1.4,1.3549,0.959999,1.38289,0.639999,1.53148,0.66,1.8041,1.02,2.24437
3368,1.4,1.38216,0.959999,1.40833,0.639999,1.57126,0.66,1.88971,1.02,2.32268,2.21,2.85861
3369,0.959999,1.339,0.639999,1.49777,0.66,1.81654,1.02,2.26897,2.21,2.76598,2.98,3.26378
3370,0.639999,1.01695,0.66,1.33159,1.02,1.82273,2.21,2.39932,2.98,2.90393,3.3,3.28944
3371,0.66,0.95685,1.02,1.45821,2.21,2.09201,2.98,2.70047,3.3,3.12064,3.33,3.37376
3372,1.02,1.08279,2.21,1.70945,2.98,2.37093,3.3,2.89583,3.33,3.17998,3.25,3.31931
3373,2.21,1.45119,2.98,1.98205,3.3,2.46723,3.33,2.80334,3.25,2.94441,4.24,2.97634
3374,2.98,2.74165,3.3,3.13306,3.33,3.41116,3.25,3.56471,4.24,3.5643,3.36,3.48391
3375,3.3,3.60093,3.33,3.93604,3.25,4.1436,4.24,4.22341,3.36,4.1407,3.08,3.96235
3376,3.33,3.88793,3.25,4.14408,4.24,4.265,3.36,4.23428,3.08,4.03189,3.22,3.73768
3377,3.25,3.87095,4.24,3.97048,3.36,3.94767,3.08,3.79728,3.22,3.5015,2.44,3.13824
3378,4.24,3.70017,3.36,3.66056,3.08,3.53258,3.22,3.30915,2.44,2.96241,1.78,2.5872
3379,3.36,4.61318,3.08,4.59138,3.22,4.3985,2.44,4.05107,1.78,3.57972,1.25,3.13088
3380,3.08,3.69905,3.22,3.45134,2.44,3.10195,1.78,2.68089,1.25,2.23944,0.5,1.88649
3381,3.22,3.22736,2.44,2.81077,1.78,2.3805,1.25,1.99572,0.5,1.66815,-0.0499992,1.46341
3382,2.44,3.09647,1.78,2.70761,1.25,2.33158,0.5,2.02323,-0.0499992,1.79635,-0.57,1.68627
3383,1.78,2.27723,1.25,1.9368,0.5,1.66557,-0.0499992,1.49252,-0.57,1.3891,-0.68,1.36938
3384,1.25,1.43974,0.5,1.03376,-0.0499992,0.785166,-0.57,0.688065,-0.68,0.679947,-0.969999,0.74576
3385,0.5,0.843399,-0.0499992,0.583664,-0.57,0.473614,-0.68,0.475868,-0.969999,0.52519,-1.5,0.606733
3386,-0.0499992,0.108093,-0.57,-0.0731373,-0.68,-0.0927734,-0.969999,-0.00917816,-1.5,0.0865173,-1.48,0.189852
3387,-0.57,-0.445248,-0.68,-0.601814,-0.969999,-0.601383,-1.5,-0.5145,-1.48,-0.421162,-1.4,-0.286705
3388,-0.68,-0.987818,-0.969999,-1.08695,-1.5,-1.04889,-1.48,-0.940996,-1.4,-0.813074,-1.13,-0.613924
3389,-0.969999,-1.0834,-1.5,-1.12127,-1.48,-1.05016,-1.4,-0.905346,-1.13,-0.726805,-1.57,-0.451048
3390,-1.5,-1.37636,-1.48,-1.39253,-1.4,-1.29313,-1.13,-1.10299,-1.57,-0.854259,-1.88,-0.488459
3391,-1.48,-1.98759,-1.4,-2.02074,-1.13,-1.88782,-1.57,-1.61699,-1.88,-1.24999,-1.34,-0.769089
3392,-1.4,-1.93668,-1.13,-1.88642,-1.57,-1.65748,-1.88,-1.27389,-1.34,-0.811178,-1.07,-0.26804
3393,-1.13,-1.71169,-1.57,-1.47108,-1.88,-1.06813,-1.34,-0.562302,-1.07,-0.0431385,0.620001,0.482754
3394,-1.57,-1.18367,-1.88,-0.762459,-1.34,-0.229654,-1.07,0.338137,0.620001,0.825781,2.64,1.24818
3395,-1.88,-1.41882,-1.34,-0.948246,-1.07,-0.362732,0.620001,0.213501,2.64,0.668449,3.66,1.03587
3396,-1.34,-1.72845,-1.07,-1.2413,0.620001,-0.649363,2.64,-0.0879498,3.66,0.335752,4.66,0.659496
3397,-1.07,-1.2209,0.620001,-0.741562,2.64,-0.217581,3.66,0.252678,4.66,0.567465,5.17,0.776794
3398,0.620001,-0.878582,2.64,-0.41766,3.66,0.0438824,4.66,0.417152,5.17,0.623226,4.88,0.703644
3399,2.64,1.00773,3.66,1.52295,4.66,1.91668,5.17,2.15685,4.88,2.18672,5.48,2.08503
3400,3.66,3.38598,4.66,3.96429,5.17,4.27497,4.88,4.32638,5.48,4.13151,4.83,3.80882
3401,4.66,4.23093,5.17,4.62673,4.88,4.72546,5.48,4.56432,4.83,4.19192,4.27,3.72719
3402,5.17,4.46314,4.88,4.50248,5.48,4.33266,4.83,4.01956,4.27,3.57729,3.9,3.10143
3403,4.88,4.4825,5.48,4.32615,4.83,4.02193,4.27,3.60165,3.9,3.0836,1.15,2.565
3404,5.48,4.35534,4.83,3.98708,4.27,3.532,3.9,3.02256,1.15,2.45937,1.1,1.91971
3405,4.83,4.07563,4.27,3.54264,3.9,2.9711,1.15,2.40011,1.1,1.82227,-0.290001,1.30092
3406,4.27,3.48734,3.9,2.82678,1.15,2.19796,1.1,1.61464,-0.290001,1.06941,-0.99,0.612242
3407,3.9,2.86746,1.15,2.16205,1.1,1.5197,-0.290001,0.961109,-0.99,0.484257,-1.53,0.137152
3408,1.15,2.12736,1.1,1.41152,-0.290001,0.796234,-0.99,0.309792,-1.53,-0.0500908,-2.44,-0.267498
3409,1.1,0.0544052,-0.290001,-0.729959,-0.99,-1.27292,-1.53,-1.59012,-2.44,-1.74527,-2.7,-1.76454
3410,-0.290001,-0.303305,-0.99,-0.965836,-1.53,-1.39627,-2.44,-1.62207,-2.7,-1.70085,-2.51,-1.65581
3411,-0.99,-1.38718,-1.53,-1.91987,-2.44,-2.20176,-2.7,-2.2752,-2.51,-2.22675,-2.5,-2.09498
3412,-1.53,-1.97016,-2.44,-2.39974,-2.7,-2.58019,-2.51,-2.57865,-2.5,-2.48753,-3.09,-2.30416
3413,-2.44,-2.39427,-2.7,-2.68472,-2.51,-2.77083,-2.5,-2.70579,-3.09,-2.54293,-3.29,-2.25696
3414,-2.7,-3.09492,-2.51,-3.27427,-2.5,-3.26109,-3.09,-3.0888,-3.29,-2.80361,-3,-2.35107
3415,-2.51,-3.29848,-2.5,-3.38946,-3.09,-3.29089,-3.29,-3.02388,-3,-2.61262,-1.42,-1.99284
3416,-2.5,-2.9994,-3.09,-2.95572,-3.29,-2.75093,-3,-2.36407,-1.42,-1.80006,0.49,-1.01642
3417,-3.09,-2.77063,-3.29,-2.60116,-3,-2.22709,-1.42,-1.62795,0.49,-0.84552,2.39,0.102669
3418,-3.29,-3.04907,-3,-2.74398,-1.42,-2.17341,0.49,-1.3609,2.39,-0.407677,3.96,0.633692
3419,-3,-2.98712,-1.42,-2.44481,0.49,-1.60994,2.39,-0.581127,3.96,0.492981,6,1.51953
3420,-1.42,-2.31132,0.49,-1.47884,2.39,-0.414053,3.96,0.742262,6,1.7879,6.76,2.64729
3421,0.49,-0.401793,2.39,0.726681,3.96,1.91668,6,2.99949,6.76,3.81162,7.36,4.35467
3422,2.39,1.7566,3.96,2.99542,6,4.11227,6.76,4.97854,7.36,5.50152,7.66,5.70284
3423,3.96,3.83349,6,4.88173,6.76,5.70334,7.36,6.24892,7.66,6.43623,7.33,6.3161
3424,6,5.25949,6.76,6.04916,7.36,6.56885,7.66,6.77764,7.33,6.64698,6.54,6.21106
3425,6.76,6.23976,7.36,6.68291,7.66,6.83531,7.33,6.70795,6.54,6.26239,5.2,5.56439
3426,7.36,6.68666,7.66,6.70994,7.33,6.504,6.54,6.05606,5.2,5.3329,3.59,4.43647
3427,7.66,6.96233,7.33,6.67685,6.54,6.13852,5.2,5.37521,3.59,4.41189,2.06,3.3702
3428,7.33,6.99336,6.54,6.321,5.2,5.45795,3.59,4.49733,2.06,3.45506,1.2,2.47938
3429,6.54,6.79333,5.2,5.91546,3.59,4.89356,2.06,3.8169,1.2,2.75742,0.52,1.84387
3430,5.2,5.89753,3.59,4.82931,2.06,3.71514,1.2,2.67061,0.52,1.7324,0.459999,0.991217
3431,3.59,4.44772,2.06,3.26653,1.2,2.19856,0.52,1.31902,0.459999,0.621975,0.6,0.134619
3432,2.06,2.84487,1.2,1.8576,0.52,1.02936,0.459999,0.378849,0.6,-0.116247,-0.42,-0.442638
3433,1.2,1.07141,0.52,0.0947762,0.459999,-0.632719,0.6,-1.11569,-0.42,-1.41529,-0.700001,-1.55378
3434,0.52,0.214436,0.459999,-0.578587,0.6,-1.11392,-0.42,-1.43228,-0.700001,-1.60294,-1.44,-1.64059
3435,0.459999,-0.349325,0.6,-0.992792,-0.42,-1.39715,-0.700001,-1.59886,-1.44,-1.67006,-2.05,-1.60533
3436,0.6,-0.293043,-0.42,-0.768839,-0.700001,-1.06269,-1.44,-1.19002,-2.05,-1.19536,-2.19,-1.03458
3437,-0.42,-0.00357819,-0.700001,-0.31953,-1.44,-0.51022,-2.05,-0.559259,-2.19,-0.472431,-2.97,-0.181839
3438,-0.700001,-0.874325,-1.44,-1.17177,-2.05,-1.28906,-2.19,-1.20277,-2.97,-0.911936,-2.3,-0.35438
3439,-1.44,-1.23861,-2.05,-1.47532,-2.19,-1.47946,-2.97,-1.20881,-2.3,-0.659876,-1.82,0.184652
3440,-2.05,-1.88662,-2.19,-1.98853,-2.97,-1.78538,-2.3,-1.22862,-1.82,-0.367188,-0.76,0.752035
3441,-2.19,-2.31976,-2.97,-2.19073,-2.3,-1.69256,-1.82,-0.829077,-0.76,0.299128,0.58,1.5989
3442,-2.97,-2.15981,-2.3,-1.68599,-1.82,-0.852764,-0.76,0.280745,0.58,1.57049,1.23,2.90228
3443,-2.3,-2.24737,-1.82,-1.41855,-0.76,-0.250566,0.58,1.104,1.23,2.44717,1.96,3.67746
3444,-1.82,-1.47747,-0.76,-0.371693,0.58,0.984015,1.23,2.38842,1.96,3.63566,2.44,4.63282
3445,-0.76,-0.852629,0.58,0.383574,1.23,1.78481,1.96,3.13746,2.44,4.21261,2.77,4.94555
3446,0.58,0.326164,1.23,1.5437,1.96,2.80015,2.44,3.90097,2.77,4.65816,3.09,5.02508
3447,1.23,1.79843,1.96,2.91524,2.44,3.90687,2.77,4.64467,3.09,4.98816,3.22,4.93147
3448,1.96,2.57022,2.44,3.425,2.77,4.08449,3.09,4.45789,3.22,4.44221,3.33,4.07536
3449,2.44,3.48618,2.77,4.13603,3.09,4.49224,3.22,4.50604,3.33,4.15122,3.4,3.54042
3450,2.77,3.89133,3.09,4.25007,3.22,4.25971,3.33,3.94001,3.4,3.33683,3.13,2.62071
3451,3.09,4.01604,3.22,4.0919,3.33,3.82019,3.4,3.28642,3.13,2.58543,3.32,1.89422
3452,3.22,4.12289,3.33,3.9512,3.4,3.46958,3.13,2.8188,3.32,2.11135,3.14,1.51426
3453,3.33,4.03399,3.4,3.69386,3.13,3.12193,3.32,2.47471,3.14,1.8576,3.2,1.38529
3454,3.4,3.88647,3.13,3.47543,3.32,2.92633,3.14,2.38639,3.2,1.90409,3.32,1.541
3455,3.13,3.72722,3.32,3.35057,3.14,2.90721,3.2,2.49128,3.32,2.10564,3.43,1.78986
3456,3.32,3.36672,3.14,3.06607,3.2,2.74368,3.32,2.43615,3.43,2.11746,3.47,1.80779
3457,3.14,3.46123,3.2,3.21957,3.32,2.95301,3.43,2.67685,3.47,2.34908,3.47,2.02126
3458,3.2,3.29636,3.32,3.07562,3.43,2.81933,3.47,2.5209,3.47,2.17639,3.47,1.85248
3459,3.32,3.27596,3.43,2.99917,3.47,2.68368,3.47,2.35166,3.47,2.00802,3.39,1.72979
3460,3.43,3.32279,3.47,2.987,3.47,2.62473,3.47,2.28079,3.39,1.97379,3.28,1.78655
3461,3.47,3.38798,3.47,3.11188,3.47,2.80499,3.39,2.51775,3.28,2.27904,3.09,2.1741
3462,3.47,3.34527,3.47,3.0431,3.39,2.75066,3.28,2.53217,3.09,2.39894,2.93,2.41907
3463,3.47,3.26947,3.39,2.9852,3.28,2.74661,3.09,2.61207,2.93,2.5886,2.93,2.71956
3464,3.39,3.15247,3.28,2.90936,3.09,2.75601,2.93,2.75149,2.93,2.86217,3.08,3.09543
3465,3.28,3.09601,3.09,2.9332,2.93,2.89118,2.93,2.99432,3.08,3.18413,3.29,3.45764
3466,3.09,3.01193,2.93,2.96766,2.93,3.04802,3.08,3.24026,3.29,3.47662,2.8,3.75237
3467,2.93,2.86546,2.93,2.91058,3.08,3.08193,3.29,3.33809,2.8,3.59086,2.81,3.84598
3468,2.93,2.7448,3.08,2.88527,3.29,3.13097,2.8,3.4075,2.81,3.63442,3.48,3.84109
3469,3.08,2.64852,3.29,2.82749,2.8,3.09271,2.81,3.36537,3.48,3.56574,3.45,3.72798
3470,3.29,2.77983,2.8,2.97916,2.81,3.23559,3.48,3.47859,3.45,3.63395,2.94,3.74933
3471,2.8,3.01923,2.81,3.2297,3.48,3.46711,3.45,3.66578,2.94,3.7676,2.82,3.82658
3472,2.81,2.50564,3.48,2.62733,3.45,2.8075,2.94,2.9802,2.82,3.07502,2.31,3.14087
3473,3.48,2.44141,3.45,2.52323,2.94,2.65835,2.82,2.78696,2.31,2.84895,2.53,2.89763
3474,3.45,3.00684,2.94,3.12244,2.82,3.23541,2.31,3.31617,2.53,3.31892,2.72,3.30766
3475,2.94,3.0836,2.82,3.16919,2.31,3.24642,2.53,3.29007,2.72,3.25654,2.84,3.22876
3476,2.82,2.49888,2.31,2.46658,2.53,2.47517,2.72,2.48596,2.84,2.47056,2.73,2.49568
3477,2.31,2.32779,2.53,2.26114,2.72,2.24868,2.84,2.27757,2.73,2.30483,2.36,2.37369
3478,2.53,1.85427,2.72,1.77444,2.84,1.78797,2.73,1.86804,2.36,1.94662,1.85,2.0551
3479,2.72,2.0223,2.84,2.01977,2.73,2.08522,2.36,2.18139,1.85,2.24687,1.87,2.32789
3480,2.84,2.23984,2.73,2.29186,2.36,2.38431,1.85,2.48939,1.87,2.55378,1.93,2.6181
3481,2.73,2.43386,2.36,2.53444,1.85,2.65515,1.87,2.76787,1.93,2.82054,1.8,2.85972
3482,2.36,2.23674,1.85,2.28899,1.87,2.3791,1.93,2.47649,1.8,2.52377,1.67,2.56583
3483,1.85,1.82875,1.87,1.82461,1.93,1.88651,1.8,1.97585,1.67,2.02738,1.62,2.07909
3484,1.87,1.41228,1.93,1.38912,1.8,1.45282,1.67,1.55281,1.62,1.6125,1.62,1.67422
3485,1.93,1.40322,1.8,1.4223,1.67,1.4985,1.62,1.5828,1.62,1.61199,1.6,1.64391
3486,1.8,1.51109,1.67,1.56388,1.62,1.63931,1.62,1.70791,1.6,1.72466,1.49,1.75194
3487,1.67,1.49167,1.62,1.5166,1.62,1.56535,1.6,1.62149,1.49,1.65,1.52,1.71926
3488,1.62,1.36143,1.62,1.37723,1.6,1.4321,1.49,1.51411,1.52,1.58928,1.65,1.71465
3489,1.62,1.28708,1.6,1.33308,1.49,1.42835,1.52,1.56365,1.65,1.68683,1.56,1.84017
3490,1.6,1.3044,1.49,1.38465,1.52,1.5228,1.65,1.69684,1.56,1.84148,1.57,1.98816
3491,1.49,1.30541,1.52,1.41901,1.65,1.59481,1.56,1.79634,1.57,1.94939,1.53,2.08124
3492,1.52,1.29454,1.65,1.43076,1.56,1.61972,1.57,1.81649,1.53,1.9486,1.5,2.04945
3493,1.65,1.39891,1.56,1.55795,1.57,1.74595,1.53,1.91866,1.5,2.00952,1.34,2.05088
3494,1.56,1.55046,1.57,1.71623,1.53,1.89594,1.5,2.05256,1.34,2.10822,1.31,2.11689
3495,1.57,1.55092,1.53,1.74661,1.5,1.933,1.34,2.06132,1.31,2.08428,1.08,2.095
3496,1.53,1.55185,1.5,1.70189,1.34,1.82425,1.31,1.89651,1.08,1.90627,1.08,1.93603
3497,1.5,1.38999,1.34,1.42438,1.31,1.47132,1.08,1.54132,1.08,1.59369,1.04,1.67254
3498,1.34,1.32263,1.31,1.35019,1.08,1.41967,1.08,1.52519,1.04,1.60816,1,1.69096
3499,1.31,1.11179,1.08,1.18531,1.08,1.30994,1.04,1.45535,1,1.54311,1,1.59806
3500,1.08,1.0149,1.08,1.12501,1.04,1.27796,1,1.42525,1,1.4852,0.860001,1.49826
3501,1.08,0.835182,1.04,0.982002,1,1.14275,1,1.26063,0.860001,1.27525,0.879999,1.25567
3502,1.04,0.710007,1,0.788506,1,0.87215,0.860001,0.92539,0.879999,0.908577,0.940001,0.89819
3503,1,0.518253,1,0.537062,0.860001,0.566063,0.879999,0.589806,0.940001,0.577269,1.07,0.599226
3504,1,0.347786,0.860001,0.320683,0.879999,0.32003,0.940001,0.337214,1.07,0.339821,1.07,0.383568
3505,0.860001,0.2404,0.879999,0.208412,0.940001,0.217438,1.07,0.260286,1.07,0.288506,1.03,0.343159
3506,0.879999,0.156927,0.940001,0.154888,1.07,0.199495,1.07,0.270912,1.03,0.313478,1.28,0.372835
3507,0.940001,0.235783,1.07,0.279932,1.07,0.354702,1.03,0.431005,1.28,0.465525,1.46,0.515205
3508,1.07,0.369026,1.07,0.422737,1.03,0.4918,1.28,0.557995,1.46,0.583309,1.4,0.626066
3509,1.07,0.496439,1.03,0.545641,1.28,0.60799,1.46,0.670218,1.4,0.693789,1.27,0.735685
3510,1.03,0.541735,1.28,0.596479,1.46,0.664894,1.4,0.73431,1.27,0.766087,1.26,0.815012
3511,1.28,0.572214,1.46,0.626265,1.4,0.698902,1.27,0.776608,1.26,0.817204,1,0.874683
3512,1.46,0.846062,1.4,0.921663,1.27,1.00423,1.26,1.08224,1,1.11551,1.08,1.15519
3513,1.4,1.04028,1.27,1.12548,1.26,1.21219,1,1.28952,1.08,1.31086,0.76,1.3268
3514,1.27,0.98514,1.26,1.05546,1,1.14106,1.08,1.21903,0.76,1.23854,0.92,1.24849
3515,1.26,0.846262,1,0.90177,1.08,0.977098,0.76,1.0454,0.92,1.05862,0.950001,1.06712
3516,1,0.739573,1.08,0.777214,0.76,0.83709,0.92,0.895992,0.950001,0.90263,0.74,0.90601
3517,1.08,0.460478,0.76,0.470219,0.92,0.517227,0.950001,0.572624,0.74,0.579027,0.68,0.585831
3518,0.76,0.448231,0.92,0.460537,0.950001,0.499584,0.74,0.535969,0.68,0.52236,0.68,0.519039
3519,0.92,0.119081,0.950001,0.111887,0.74,0.142809,0.68,0.183867,0.68,0.188179,0.879999,0.206366
3520,0.950001,0.181812,0.74,0.177988,0.68,0.201721,0.68,0.233797,0.879999,0.230553,0.99,0.249643
3521,0.74,0.116726,0.68,0.10568,0.68,0.125605,0.879999,0.159176,0.99,0.165436,1.07,0.195808
3522,0.68,-0.057354,0.68,-0.0739498,0.879999,-0.0509052,0.99,-0.00857544,1.07,0.00696182,0.860001,0.0505619
3523,0.68,-0.213116,0.879999,-0.238945,0.99,-0.214727,1.07,-0.165483,0.860001,-0.136589,0.41,-0.0758514
3524,0.879999,-0.273159,0.99,-0.270189,1.07,-0.228189,0.860001,-0.168631,0.41,-0.135206,0.0100002,-0.0740986
3525,0.99,-0.0832367,1.07,-0.0665894,0.860001,-0.0219288,0.41,0.0334015,0.0100002,0.0594902,-0.35,0.116707
3526,1.07,0.0171165,0.860001,0.0429134,0.41,0.0901604,0.0100002,0.142391,-0.35,0.167931,-0.709999,0.229635
3527,0.860001,0.102726,0.41,0.133097,0.0100002,0.186148,-0.35,0.249016,-0.709999,0.289721,-0.860001,0.364794
3528,0.41,-0.077486,0.0100002,-0.0657749,-0.35,-0.00823784,-0.709999,0.0778027,-0.860001,0.148624,-0.73,0.247042
3529,0.0100002,-0.401442,-0.35,-0.397341,-0.709999,-0.321781,-0.860001,-0.204086,-0.73,-0.101641,-0.67,0.0223064
3530,-0.35,-0.725021,-0.709999,-0.70788,-0.860001,-0.602501,-0.73,-0.452,-0.67,-0.323009,-0.6,-0.1868
3531,-0.709999,-0.859171,-0.860001,-0.791868,-0.73,-0.648447,-0.67,-0.476498,-0.6,-0.346582,-0.6,-0.225571
3532,-0.860001,-0.939697,-0.73,-0.826372,-0.67,-0.647293,-0.6,-0.455418,-0.6,-0.319901,-0.43,-0.207403
3533,-0.73,-0.931082,-0.67,-0.782877,-0.6,-0.587917,-0.6,-0.39296,-0.43,-0.263666,-0.68,-0.154226
3534,-0.67,-0.78318,-0.6,-0.600187,-0.6,-0.398014,-0.43,-0.216,-0.68,-0.101093,-0.809999,0.00300789
3535,-0.6,-0.763939,-0.6,-0.593689,-0.43,-0.412855,-0.68,-0.243715,-0.809999,-0.130341,-0.530001,-0.021759
3536,-0.6,-0.768269,-0.43,-0.626759,-0.68,-0.467012,-0.809999,-0.304668,-0.530001,-0.191017,0.0100002,-0.0754776
3537,-0.43,-0.798239,-0.68,-0.657701,-0.809999,-0.497557,-0.530001,-0.337538,0.0100002,-0.224022,0.51,-0.115927
3538,-0.68,-0.62326,-0.809999,-0.471064,-0.530001,-0.3104,0.0100002,-0.155535,0.51,-0.0570068,1.37,0.034626
3539,-0.809999,-0.744461,-0.530001,-0.605156,0.0100002,-0.44585,0.51,-0.293777,1.37,-0.19342,2.23,-0.0953312
3540,-0.530001,-0.78204,0.0100002,-0.634783,0.51,-0.473499,1.37,-0.322016,2.23,-0.218285,3.42,-0.107346
3541,0.0100002,-0.492226,0.51,-0.331839,1.37,-0.16765,2.23,-0.00980377,3.42,0.107645,4.39,0.236172
3542,0.51,0.00166321,1.37,0.208014,2.23,0.387426,3.42,0.54063,4.39,0.643356,5.14,0.747351
3543,1.37,0.418812,2.23,0.598972,3.42,0.752367,4.39,0.888777,5.14,0.976509,5.39,1.05216
3544,2.23,1.02135,3.42,1.19745,4.39,1.33582,5.14,1.44621,5.39,1.48899,5.28,1.4882
3545,3.42,1.69209,4.39,1.87707,5.14,2.00234,5.39,2.07017,5.28,2.02943,4.68,1.91012
3546,4.39,2.72886,5.14,2.88214,5.39,2.9354,5.28,2.88705,4.68,2.69501,4.02,2.41782
3547,5.14,3.60406,5.39,3.64672,5.28,3.56577,4.68,3.3652,4.02,3.02223,2.92,2.62563
3548,5.39,4.26892,5.28,4.14611,4.68,3.89787,4.02,3.54718,2.92,3.08891,2.02,2.62848
3549,5.28,4.49765,4.68,4.18974,4.02,3.78881,2.92,3.33456,2.02,2.82625,1.33,2.36673
3550,4.68,4.28955,4.02,3.82235,2.92,3.3261,2.02,2.84159,1.33,2.35118,0.860001,1.93941
3551,4.02,3.73833,2.92,3.19392,2.02,2.68952,1.33,2.24239,0.860001,1.81294,0.530001,1.46728
3552,2.92,2.88189,2.02,2.33122,1.33,1.87147,0.860001,1.49308,0.530001,1.14526,0.0499992,0.878664
3553,2.02,1.98237,1.33,1.45123,0.860001,1.04391,0.530001,0.733908,0.0499992,0.466566,0,0.282122
3554,1.33,1.21656,0.860001,0.761408,0.530001,0.431915,0.0499992,0.195261,0,0.00362015,0.200001,-0.101004
3555,0.860001,0.531008,0.530001,0.149424,0.0499992,-0.100283,0,-0.262259,0.200001,-0.379505,0.27,-0.404367
3556,0.530001,0.178905,0.0499992,-0.129177,0,-0.310524,0.200001,-0.410242,0.27,-0.470463,0.940001,-0.436113
3557,0.0499992,0.0376549,0,-0.192396,0.200001,-0.312374,0.27,-0.361599,0.940001,-0.373823,1.94,-0.287025
3558,0,-0.127764,0.200001,-0.280922,0.27,-0.332653,0.940001,-0.316153,1.94,-0.259743,1.72,-0.0919971
3559,0.200001,-0.00540352,0.27,-0.0769787,0.940001,-0.0654392,1.94,0.00987816,1.72,0.139929,1.8,0.40666
